LotArea,TotalBsmtSF,GarageCars,SalePrice,AGE,TotalArea
6951,876,1,119500,24,923
7937,1003,2,142500,22,1003
5062,1190,2,207500,23,2090
14145,1208,2,202500,22,1621
5814,1220,2,187500,25,1360
11120,1232,2,162500,24,1232
13005,845,2,260000,29,2353
10440,650,2,157500,104,1539
9180,840,2,144000,24,884
7252,858,2,134900,27,858
8885,864,2,131000,23,902
9187,1084,2,134000,24,1080
12327,1496,2,316600,26,2132
14100,728,3,381000,73,3447
5700,572,1,116900,82,1111
8314,816,1,124500,25,816
6600,816,1,130500,26,816
16669,1686,2,228000,25,1707
12546,1440,2,182900,26,1440
12090,1422,2,175500,27,1422
6000,649,1,120000,59,1183
7990,924,1,110000,33,924
10970,940,2,147000,30,1026
9758,950,1,119500,36,950
7804,1122,2,135000,81,1981
50271,1842,3,385000,25,1842
9600,2524,2,278000,28,2524
14115,1372,2,187500,29,1472
7200,936,2,140000,27,936
10240,1686,2,207500,26,1686
8400,650,2,171000,30,1564
1300,561,2,124000,29,1229
10762,626,1,120000,29,1217
7500,698,2,68400,90,1128
1950,716,2,151000,28,1556
12735,864,2,111250,36,864
7200,864,2,129000,57,864
7700,882,2,112500,35,882
8012,923,1,143000,30,923
7763,931,2,140000,46,1283
6979,1056,2,144000,30,1056
10125,1196,2,171500,31,1279
7018,1086,2,153337,30,1224
11584,539,2,197000,28,1725
7018,0,2,118964,30,1535
7018,0,2,118858,30,1535
14762,0,2,169000,58,2267
7018,0,2,142953,30,2240
6060,732,1,100000,68,1123
9000,780,1,141000,70,1375
7800,828,1,119900,41,965
7340,858,1,110000,36,858
7892,918,1,99500,31,918
7032,943,2,135960,27,943
10530,981,2,143250,36,981
23595,1332,2,260000,31,1524
17043,1362,2,181000,30,1586
11616,672,2,158900,32,1386
10395,1032,2,148000,29,1032
11880,1271,2,157000,31,1601
7844,672,2,149500,28,1400
16692,1392,2,250000,28,2784
13175,1542,2,210000,32,2073
9101,1097,2,165500,31,1110
11184,918,2,172500,31,1683
7000,864,1,136500,31,864
8471,506,2,151000,29,1212
8930,0,2,112000,32,1902
2289,855,2,148500,31,1441
2280,855,2,146000,32,1456
8405,861,1,119000,108,1367
6240,884,1,127500,76,1367
7540,888,2,156000,29,912
7264,952,2,205000,84,1548
9286,1268,1,143500,32,1268
16157,1360,2,194000,29,1432
11275,854,2,220000,75,1991
11751,1844,2,190000,33,1844
12984,1430,2,217500,29,1647
12227,1330,2,272000,31,2872
9650,1350,2,167900,32,1334
8400,0,2,144000,30,2020
10005,1160,2,192000,31,2022
7200,1041,1,125000,33,1125
8385,985,1,149900,31,985
11900,1386,2,82500,32,1411
9230,864,2,146000,41,1200
10900,689,1,161750,33,1392
8197,660,2,143500,30,1285
7950,690,2,159500,32,1426
16635,1602,2,215000,32,1602
10530,975,2,135000,29,1004
16659,795,2,235000,29,2263
10603,1610,2,205000,33,1610
18890,1361,2,190000,30,2620
10125,0,2,126000,32,1734
2665,757,1,127000,29,1475
11952,808,2,190000,30,1969
9200,938,1,130250,33,938
10998,984,2,117000,68,1604
10434,1005,2,115000,54,1005
8800,1040,2,150500,32,1040
7420,1057,2,132000,45,1057
4043,1069,2,140000,31,1069
4043,1069,2,127500,33,1069
4928,1078,2,128000,31,958
9880,1096,1,171000,31,1118
15611,1126,2,175000,31,1126
17400,1126,2,160000,29,1126
11250,1208,2,165000,29,1208
9819,1567,2,196000,32,1567
10480,803,2,205000,32,1964
9600,528,2,187000,31,1855
12328,1012,3,169900,34,1034
12046,848,2,195000,31,2030
13517,725,2,130500,34,1479
12384,793,2,197900,31,1935
10400,1090,2,152000,33,1370
11500,1680,2,136905,31,1680
11361,1193,2,180000,32,1523
18800,796,2,190000,30,1574
10304,780,2,197500,33,1868
2665,264,1,115000,32,1304
2592,536,1,85000,34,1112
2308,804,2,155000,31,1548
10140,832,2,162900,30,1664
2280,855,2,148500,33,1456
10650,894,1,128200,34,894
10780,911,2,132500,30,954
4928,958,2,143750,33,958
7819,1029,2,107000,34,1117
11333,1029,2,146800,31,1062
4224,1040,2,129900,31,1060
6000,1103,2,110500,81,1103
4224,1142,2,134000,31,1142
9600,1262,2,181500,31,1262
10768,1437,2,218000,31,1437
15498,1565,2,287000,32,2898
9297,1728,2,188000,30,1728
12640,1728,2,150900,30,1728
32668,2035,2,200624,50,2515
32463,1249,4,168000,46,1622
11475,713,2,179900,31,1552
9800,894,2,149900,34,894
10356,969,2,122000,32,969
10140,1056,2,153500,31,1074
10010,1389,2,170000,32,1389
16647,1390,2,171000,32,1701
70761,1533,2,280000,31,1533
9120,901,2,185000,34,1876
10140,1064,2,165000,35,1350
10140,1040,2,181000,32,1309
10625,1053,2,170000,36,1173
8892,1065,2,126500,47,1065
11235,1051,2,148000,43,1382
7200,768,1,133900,37,768
2308,855,2,147000,35,1322
8294,858,4,123000,36,872
13350,864,2,142500,32,894
9000,864,2,120500,36,864
8521,912,1,125000,43,912
5500,926,2,130000,81,926
6000,936,2,93000,56,936
7388,1063,2,150750,48,1327
10012,1138,2,137500,36,1181
17542,1192,2,294000,33,2167
10800,1522,2,240000,34,2614
13651,2223,2,244000,34,2223
9246,1656,2,135000,35,1656
1953,483,1,83000,33,987
9600,1242,2,175500,34,1242
1890,672,1,113000,34,1218
10382,1107,2,200000,36,2090
1680,483,1,100000,35,987
8750,1002,2,148500,39,1002
1596,462,1,91000,36,988
1974,546,1,83500,37,1092
7200,780,1,124900,36,780
8450,894,1,138500,45,894
3964,942,2,151400,33,2521
10000,1176,2,157000,35,1178
1680,483,1,118000,37,987
10448,689,2,158000,37,2119
1680,483,1,94500,34,987
10400,732,2,165150,34,1790
1680,672,1,118000,34,1218
1680,630,1,119500,37,1302
7472,725,2,184000,35,1479
12936,723,2,162000,37,1395
15523,864,1,133500,37,864
9353,864,1,116050,36,864
9560,864,1,128500,34,864
8731,915,2,144000,87,1167
9360,1161,2,197500,38,1381
13860,1952,2,345000,37,2704
1680,483,1,89500,37,987
1680,525,1,88000,39,1092
1920,765,2,122500,36,1365
115149,1643,2,302000,36,1824
14803,825,2,190000,35,1993
1680,483,1,85400,37,987
11040,1258,2,145000,37,1258
10500,372,1,139000,36,1109
8816,1010,2,155000,39,1052
7200,560,2,155000,73,1135
11340,777,2,122500,125,2290
12537,1078,2,149900,39,1078
12243,1484,2,175000,36,1484
11717,1442,2,185000,39,1442
2368,765,2,125000,39,1365
2016,630,2,106000,37,1302
10400,1304,2,174000,38,1682
19900,1947,2,180000,40,2207
11241,1004,2,149000,40,1004
9873,960,2,129000,36,960
2001,546,1,75000,37,1092
9819,882,1,122000,43,900
2217,546,1,88000,39,1092
1526,630,1,86000,39,630
1477,630,1,80000,39,630
15863,824,2,197000,89,2685
10800,954,2,160000,106,2414
9503,1024,1,144000,49,1344
10800,1120,2,120000,86,1130
12925,1205,2,237500,38,2117
10628,1277,2,167000,37,1277
12155,1657,2,163500,37,1657
15865,2217,2,268000,37,2217
11643,1248,4,200000,40,2634
16381,1844,2,223000,37,1844
10793,780,2,152000,38,1620
11075,784,2,172000,39,1968
11606,1040,2,135000,38,2080
9600,1164,2,140000,37,1164
9364,663,1,158000,41,1352
9638,804,1,169000,91,2447
21453,938,2,180000,37,988
11075,952,2,206900,39,2112
9920,971,1,128500,37,971
7930,1026,2,156000,40,1026
9750,1054,2,151000,39,1054
15870,1096,1,138800,37,1096
12900,1198,2,108959,39,1258
13000,896,1,193500,41,2142
11700,708,2,179900,38,1416
11700,702,2,175000,39,1743
9900,832,2,176000,40,1978
11029,1054,2,250000,38,2654
13560,1392,2,110000,41,1392
11553,1051,1,158000,38,1159
8400,1052,1,138500,38,1052
10192,570,2,170000,38,1920
11475,1584,3,110000,51,1776
11700,727,2,154000,41,1556
4500,793,1,159434,77,1520
9858,864,1,130000,41,874
8724,894,2,129000,39,894
8978,948,1,108000,39,948
8250,952,1,134000,40,1211
8712,992,1,153000,52,1306
8450,1056,1,142000,42,1056
8246,1060,1,154000,42,1060
5400,1073,1,108480,85,1073
25095,1437,1,143000,41,1473
10335,1461,2,180000,38,1721
9937,1486,2,167000,45,1486
9156,1489,2,185750,41,1489
20781,1568,2,262500,38,2156
11160,2110,2,244000,42,2110
17871,1680,2,197900,42,1724
10355,1214,1,143000,40,1214
7800,864,1,130000,42,899
6173,876,1,125500,40,902
7150,892,1,100000,42,892
10791,0,2,90000,39,1296
7200,0,1,107500,55,827
5400,840,1,105000,89,1374
7838,864,1,123000,39,900
9764,894,2,130000,41,894
9750,980,1,135500,39,980
28698,1013,2,185000,42,2126
9790,1372,2,161500,42,1342
8944,1584,3,124000,42,1584
25000,1632,2,143000,40,1632
13400,1024,2,159950,40,1086
7700,756,2,155000,44,1839
14200,924,2,226000,40,2157
7590,660,2,155000,40,1348
9130,800,2,173000,42,1632
11000,1154,2,154000,43,1154
9020,1127,2,174900,42,1165
12205,832,2,187500,41,2087
11777,1164,2,164500,40,1320
9477,864,1,110000,42,892
7162,876,1,109900,42,904
10440,440,2,110000,99,1230
7740,622,2,125500,100,1363
19690,697,2,274970,40,2201
6900,740,1,120500,68,778
57200,747,2,160000,62,1687
7094,894,1,125000,41,894
7742,955,1,127000,41,955
8900,1056,1,107000,40,1056
8544,1228,1,149350,42,1228
16492,1517,2,190000,44,1888
13700,864,2,201800,43,1820
13600,768,2,205000,44,1986
10289,1073,2,156000,42,1073
13526,935,1,137000,41,935
18450,1021,2,129000,42,2380
8658,1088,2,160000,41,1324
10921,960,1,94750,42,960
10246,648,1,145000,41,960
5232,680,2,73000,83,764
9738,784,1,104900,82,1221
8281,864,1,62383,44,864
9100,925,1,117500,44,925
11625,1039,2,131500,45,1039
11200,1040,1,129500,43,1040
9200,1136,1,140000,43,1136
6911,1145,2,100000,85,1301
9170,1214,2,140000,42,1214
9350,1219,2,179900,43,1265
9937,1256,1,147500,43,1256
164660,1499,2,228950,43,1786
215245,2136,2,375000,44,2036
36500,1624,2,190000,42,1582
8800,1251,1,160000,42,1251
9760,780,2,167900,44,1611
9760,822,2,187000,43,1851
9500,816,2,165000,43,1977
10175,1425,2,180500,44,1425
8250,1092,2,145000,44,1092
9020,1248,2,168500,44,1350
10004,1516,2,167000,45,1516
12095,1127,2,158000,45,1445
9350,1302,1,158000,43,1302
14112,1152,2,180500,46,1152
10690,672,1,147000,89,1344
8712,859,1,102776,110,1178
9100,864,2,129900,48,864
8593,907,1,109008,51,907
7800,912,1,115000,42,912
7931,1269,1,155000,48,1269
9790,1328,2,143000,47,1328
7056,780,2,140000,45,1796
9100,1728,2,125000,43,1728
9500,1394,2,159000,46,1394
35133,1572,3,186700,44,1572
8800,936,2,137500,47,1054
8700,1120,2,155000,45,1128
9945,988,2,128500,46,988
8472,816,2,110000,47,816
8235,825,2,125000,53,825
7758,999,1,132500,45,999
7500,1040,1,133000,47,1040
8414,1059,1,154500,43,1068
25286,1064,2,132250,44,1040
8820,1088,2,124900,119,1749
8816,1121,2,139000,46,1121
9247,858,2,171000,46,1716
9150,1099,1,165000,46,1431
7590,864,1,169500,45,1812
10000,1116,2,160000,48,1116
8400,1319,2,174000,46,1537
26142,1188,1,157900,48,1188
7728,1106,2,132500,44,1190
11616,1092,1,139000,47,1092
9842,0,2,101800,45,1224
7134,384,2,130000,52,1360
6240,780,2,103000,84,848
7227,832,2,105500,54,832
6600,894,1,109500,47,894
12968,912,1,144000,46,912
6768,912,1,142000,47,912
9786,912,2,159000,44,1734
10930,913,1,140000,63,1558
10205,925,1,134500,44,999
6897,1040,1,127000,48,1040
13673,1140,1,143900,45,1696
9204,1144,1,124000,45,1144
10197,1362,2,163000,47,1362
11275,710,2,242000,43,2978
12122,944,2,178400,47,999
8500,1235,2,98600,45,1235
7943,1029,1,118500,46,1029
7875,1144,2,139950,47,1144
10800,686,1,139000,95,1652
10267,816,1,130000,90,838
12342,861,2,82500,69,861
10000,864,1,131400,48,1144
6993,912,1,135000,45,1236
6970,1040,2,129000,46,1120
10659,1050,1,136500,45,1050
11600,1105,2,154300,50,2274
9300,1268,2,167500,50,1264
10721,1252,2,142000,49,1252
10920,1253,1,157000,48,1253
11600,1383,1,145250,46,1383
31770,1080,2,215000,50,1656
14585,1144,2,181900,47,1429
21750,0,2,115000,49,1771
7000,1010,1,135000,47,1134
17600,1478,2,157500,49,1478
27650,585,2,242000,48,2069
15576,840,1,177000,93,1680
6000,884,1,117000,84,1348
10120,925,1,122000,97,1889
12772,958,1,151500,47,958
12342,978,1,139900,47,1422
7910,1075,1,127000,48,1507
12493,1100,1,141000,48,1100
13500,1602,2,235000,48,1252
8760,1194,1,148000,51,1194
7332,864,1,120000,47,864
12160,1188,2,142000,51,1188
9600,1041,1,124500,50,1041
17755,1466,2,149900,47,1466
8163,1144,1,143000,47,1144
11512,1019,1,177000,49,1357
10007,1053,1,145500,49,1053
8339,0,1,106500,48,882
7560,1040,1,133700,47,1040
7931,1148,1,132500,50,1148
7945,1150,1,141000,47,1150
7500,1246,1,154000,51,1246
16905,1350,1,170000,48,1328
10552,1398,2,165500,51,1700
15602,1501,2,289000,51,1801
17500,1902,2,335000,51,1902
14375,819,2,137500,51,1344
159000,1444,2,277000,49,2144
9750,1442,1,157900,49,1442
9600,1240,1,139000,51,1632
11344,874,1,144000,49,1524
12400,1215,1,155000,51,1215
9464,1080,1,136000,50,1080
6930,1062,1,130000,48,1352
10382,588,1,140000,48,1095
10482,588,1,145000,49,1138
10150,912,1,114500,49,912
9000,480,1,35311,57,480
13825,533,1,140000,50,1601
8877,816,1,100000,71,816
7535,912,1,120000,49,912
8172,941,1,135000,54,1470
7560,1029,1,139000,51,1339
13650,1052,2,172500,48,1920
8176,1056,1,139000,49,1056
9120,1261,2,163000,50,1261
9571,1276,1,60000,51,1276
11900,1392,2,166000,51,1392
11341,1392,2,121500,53,1392
8562,1216,1,144500,53,1526
14442,1477,2,257500,50,1839
9060,0,1,120000,50,1340
13125,1134,2,155000,49,1803
10011,1070,1,134450,49,1236
11500,0,1,84000,52,845
7100,816,1,129900,49,816
8172,864,2,115000,51,864
7407,912,2,149700,53,1236
9439,912,1,87000,77,1248
6000,928,1,112500,51,928
14850,1092,1,141000,49,1092
11250,1104,1,161500,52,1788
4800,1196,2,109900,91,1196
11988,1244,1,150000,50,1244
8400,1314,1,145000,53,1314
8400,1478,2,156500,52,1478
16321,1484,1,207500,49,1600
10152,1048,1,135000,51,1048
9000,1196,1,139000,52,1196
7200,0,2,90000,60,1040
10206,0,2,82000,57,944
12702,0,1,97000,52,882
8926,672,1,112000,53,960
13300,928,1,132000,51,928
5868,936,1,129000,54,936
8190,948,1,119000,53,948
8475,952,1,135750,52,952
7200,1022,1,85000,99,1022
9600,1050,1,128900,53,1050
14115,1073,2,230000,50,1811
17140,1134,1,135000,53,1229
9571,1144,1,129000,54,1144
9855,1436,2,127500,53,1689
9600,1156,1,153000,55,1520
7390,1098,1,135000,53,1098
13680,0,2,139600,54,1733
6627,0,1,72500,59,720
8248,686,1,116000,88,1250
16466,816,1,135500,53,1393
5400,833,1,117000,52,833
9600,992,1,165500,53,1661
34650,1056,2,145000,51,1056
5820,1162,1,126175,51,1163
21780,1163,2,185000,90,1674
10708,1617,1,190000,54,1867
17920,1763,2,170000,51,1779
8532,1297,2,153000,55,1297
12150,1050,1,131500,54,1795
7800,1268,1,132000,56,1268
10215,864,1,111000,53,948
9920,1056,1,128000,56,1063
10800,641,1,100000,122,1047
8910,655,2,159500,47,1194
7585,810,1,91500,58,1456
6000,811,1,93000,55,1387
6000,901,1,107900,54,901
9000,936,1,118000,52,1128
21750,988,2,113000,54,988
9525,994,1,136900,52,1855
11425,1008,1,137000,52,1008
9250,1056,1,139400,53,1056
53227,1364,2,256000,54,1663
11310,1367,2,140000,52,1375
13284,1383,1,165000,54,1383
39104,1385,2,241500,54,1363
9600,1416,2,167000,56,1644
10452,1094,2,155000,55,1094
21000,1809,2,217000,54,2259
5825,600,2,79900,80,747
12160,1505,2,149500,56,1505
15750,1165,1,157000,53,1336
8892,105,2,116000,55,910
10634,608,1,123000,56,1319
7677,773,1,110000,55,773
8923,1008,1,134500,54,1008
7922,1057,1,109000,57,1057
15593,1304,2,225000,53,2287
7596,960,2,124500,57,1960
8712,540,2,55993,58,1044
6420,980,1,123500,54,1148
7758,1040,1,169500,76,1818
14559,1008,1,164900,58,1363
10680,2136,2,137900,55,2136
7200,803,1,125500,68,1360
8877,836,2,102000,55,1220
19138,864,2,141000,59,864
7015,709,1,110000,59,1203
7200,0,2,98300,58,1048
7200,0,2,109900,56,1040
7200,0,2,109500,56,1040
5310,485,1,117000,96,1635
11767,560,1,112000,97,1346
8400,721,1,82000,59,841
9600,735,2,129500,91,2058
9000,784,2,76000,81,784
10800,796,2,170000,70,1466
9600,856,1,140000,59,1668
7200,876,1,119000,57,988
13710,910,1,152000,57,1558
8280,932,1,124000,57,932
5000,1004,2,159000,59,1664
9600,1032,1,119000,58,1252
8737,1065,2,210000,84,1635
9717,1078,1,142125,60,1078
14000,1092,1,158500,59,1152
9600,1113,1,147000,59,1113
10880,1164,1,125000,58,1164
12615,1202,2,243000,57,2158
7200,1208,1,138000,59,1904
11700,1240,4,265979,129,2640
8544,0,2,87500,57,1040
10496,1040,1,143000,58,1846
8544,0,2,93500,56,1040
8741,735,1,113000,65,1487
11409,768,1,131000,60,1716
12144,832,1,133000,60,1036
12665,876,3,153900,93,1416
6270,1001,3,145000,58,2002
11345,928,2,137000,59,1920
11664,1082,1,119200,59,1082
8635,672,1,127000,60,1285
21286,720,1,135000,60,1271
3500,720,1,110000,62,1284
6000,789,1,115000,60,789
7800,896,1,225000,58,2008
17503,912,1,97500,62,1458
12000,924,2,147000,60,1122
8000,972,1,132000,61,972
8100,1559,2,153500,59,1559
3378,651,1,135000,63,1389
8480,832,1,118500,61,1216
7136,979,2,145000,61,1958
11100,0,1,84900,64,930
4712,747,1,121600,60,1230
11767,768,1,130500,62,1200
8405,0,1,98000,64,1529
13600,662,2,90000,107,2337
4608,747,1,80000,65,747
7259,1028,1,259500,62,2320
9480,728,1,146500,65,1644
7500,771,1,177500,67,1494
9084,616,1,95000,67,1111
9340,672,1,113000,68,672
12180,672,1,80000,69,924
5720,676,1,66500,68,1131
12000,704,1,174500,68,1564
5000,720,2,87000,66,803
9492,768,1,105000,66,1376
9490,806,1,133000,65,1578
7128,918,1,164000,66,1646
9042,1152,1,266500,69,2340
7200,788,1,119000,70,804
5000,540,1,79000,106,1440
10200,672,1,108000,68,672
9906,686,1,107000,81,1328
9600,728,1,160000,69,1308
10134,735,1,109000,67,1034
9084,755,1,108000,69,1510
8160,756,1,126000,67,1134
13515,764,2,180500,88,1824
9900,778,1,139500,69,1489
13125,800,1,219500,67,1740
9144,883,1,145000,68,1505
8400,940,1,140000,66,1595
24090,1032,1,244400,70,2403
15660,798,2,311500,69,1954
7200,731,1,175000,70,1768
9060,560,1,105000,70,1258
11988,715,1,188700,74,1660
8400,720,1,179500,69,1772
6000,780,1,132500,70,1412
7800,793,2,119900,67,1118
6435,972,1,140200,67,1577
7420,991,1,118000,69,1077
5784,190,1,91300,71,886
8212,864,1,58500,96,864
6305,920,1,119750,69,954
9000,636,1,124000,126,1750
8600,780,1,119500,69,1376
6000,672,1,128000,73,1324
6240,896,1,115000,70,1344
8765,951,1,106500,70,951
11500,1017,1,250000,70,2057
10480,1064,1,115000,72,1166
7200,530,1,101000,87,1111
6120,884,1,133000,74,1573
8520,968,2,100000,84,968
13728,1127,2,235000,73,2108
12155,672,1,140000,83,1482
12168,965,2,359100,73,3194
6120,939,1,137500,87,1513
5684,813,1,110000,76,813
10570,853,2,315000,75,2727
16560,952,2,239000,74,2345
6120,715,1,105000,78,875
7200,776,1,149000,77,1502
11435,792,2,230000,77,1517
6120,952,2,129900,77,1774
8400,290,1,60000,89,438
7449,637,1,139400,77,1108
9000,650,2,143000,89,1482
6629,672,1,103600,84,1369
3600,684,1,114504,96,1368
11888,844,2,214500,93,2134
9900,1008,1,117500,127,2210
6240,1078,2,162900,78,1573
6000,862,1,120000,79,1158
7558,896,2,177000,81,1913
10800,656,1,64500,80,968
9600,689,2,161000,80,1378
6292,861,1,145000,81,1477
6240,1042,1,149000,78,1576
8960,1008,2,115000,83,1028
10594,768,1,96500,81,789
3950,818,1,115000,83,1224
6000,884,1,119000,83,904
6180,960,1,102000,81,986
5400,1149,1,152000,81,1616
10918,1276,1,234000,83,2080
5100,588,1,161000,83,1666
9600,702,1,125000,82,1472
9600,728,2,178000,81,1641
6120,768,1,88000,81,1015
6292,768,1,91000,78,790
7642,912,1,189950,89,1426
17671,916,2,168000,127,1742
6171,976,1,137450,84,1608
9120,1026,1,184000,83,1820
8400,1181,2,136500,83,1694
7000,617,1,112000,82,1310
9022,768,1,109500,85,792
5000,1026,1,127000,86,1691
10592,602,1,165000,84,1502
11340,1200,1,125000,83,1200
21384,1324,2,223500,86,1576
11600,700,1,137500,84,1180
5436,796,1,125500,88,1154
13053,833,2,207000,85,1848
6380,993,1,113000,84,1048
9786,1007,1,91000,84,1077
6000,616,1,89000,85,616
7681,731,1,154900,88,1343
13360,876,2,163500,88,964
10625,458,1,83000,90,835
6324,520,1,68500,81,520
6402,596,1,78000,89,1192
6155,611,2,128000,88,1362
8500,649,1,40000,88,1317
5400,691,1,86000,87,691
12513,715,1,104900,89,1738
7588,793,1,200100,86,1802
6858,806,1,128000,95,1647
8967,961,1,67000,87,1077
10615,978,2,95000,109,1699
8263,1012,1,118400,87,1012
9600,1095,3,87000,106,1774
10440,1510,2,256000,88,2792
25419,1360,2,235000,88,2720
22420,1370,3,239000,89,2624
4571,624,3,98000,92,1344
10410,660,1,135000,93,1512
8520,714,1,136000,91,2526
8850,815,1,144000,90,1690
8854,952,1,121000,93,952
5790,840,1,107400,95,1605
2500,910,1,155000,94,1826
13132,747,1,138887,92,1784
10800,880,2,163000,92,1768
9600,264,2,132000,97,1432
8100,849,2,106000,111,2138
9142,1020,1,137000,96,1928
45600,907,2,240000,100,2358
10320,756,1,135000,102,1469
7200,1214,2,133900,97,2291
